区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
东城,广渠家园 ,74.99平米,南 ,640,85345,房本满五年,精装,中楼层(共29层),2009年建,广渠家园,,-
东城,国瑞城东区 ,61.78平米,,600,97119,房本满五年,精装,高楼层(共8层),2006年建,国瑞城东区,,-
东城,金世纪嘉园 ,65.6平米,,525,80031,房本满五年,精装,低楼层(共18层),2003年建,金世纪嘉园,,-
东城,东四七条 ,47.72平米,西,525,110017,房本满五年,其他,底层(共6层),1990年建,东四七条,,-
东城,东直门内大街 ,67.89平米,,678,99868,房本满五年,精装,中楼层(共16层),2003年建,东直门内大街,,-
东城,东水井胡同 ,89.24平米,南 ,820,91888,房本满五年,精装,低楼层(共15层),2005年建,东水井胡同,,-
东城,地兴居 ,62.37平米,东 ,635,101812,,精装,顶层(共6层),1997年建,地兴居,,-
东城,海运仓小区 ,64.33平米,东 ,690,107260,,简装,低楼层(共9层),2002年建,海运仓小区,,-
东城,远洋德邑 ,63.5平米,,560,88189,,精装,低楼层(共22层),2002年建,远洋德邑,,-
东城,交道口东大街 ,74.68平米,南 ,980,131227,,精装,中楼层(共11层),2003年建,交道口东大街,,-
东城,国瑞城西区 ,105.36平米,西,900,85422,,精装,中楼层(共16层),2009年建,国瑞城西区,,-
东城,幸福家园三期 ,96.69平米,,680,70328,房本满五年,毛坯,中楼层(共12层),2005年建,幸福家园三期,,-
东城,新景家园东区 ,76.62平米,东,858,111982,房本满五年,精装,高楼层(共17层),2005年建,新景家园东区,,-
东城,新奥洋房 ,55.22平米,,478,86563,房本满五年,简装,高楼层(共11层),2006年建,新奥洋房,,-
东城,雅安国际公寓 ,149.27平米,西,1099,73625,房本满五年,简装,高楼层(共19层),2005年建,雅安国际公寓,,-
东城,国瑞城西区 ,114.86平米,,825,71827,房本满五年,精装,中楼层(共16层),2009年建,国瑞城西区,,-
东城,东总布胡同19号院 ,72.36平米,,769,106275,房本满五年,毛坯,低楼层(共16层),1992年建,东总布胡同19号院,,-
东城,金鱼池西区 ,65.41平米,南 ,348,53203,房本满五年,精装,地下室(共7层),2003年建,金鱼池西区,,-
东城,李村 ,62.79平米,东 ,470,74853,房本满五年,精装,低楼层(共6层),1980年建,李村,,-
东城,朝阳门内大街甲190号院 ,54.04平米,南 ,535,99001,房本满五年,简装,顶层(共6层),1985年建,朝阳门内大街甲190号院,,-
东城,新景家园西区 ,116.61平米,东,1030,88329,房本满五年,精装,低楼层(共12层),2001年建,新景家园西区,,-
东城,民安小区东扬威街 ,78.91平米,西,799,101255,房本满五年,精装,中楼层(共11层),2002年建,民安小区东扬威街,,-
东城,春秀路 ,66.22平米,西,718,108427,房本满五年,简装,高楼层(共21层),1999年建,春秀路,,-
东城,元嘉国际公寓 ,112.96平米,南 ,905,80117,房本满五年,简装,中楼层(共10层),2003年建,元嘉国际公寓,,-
东城,东公街64号院 ,70.25平米,南 ,785,111744,房本满五年,简装,中楼层(共6层),1985年建,东公街64号院,,-
东城,车站路6号院 ,57.33平米,南 ,423,73784,房本满五年,精装,中楼层(共5层),1980年建,车站路6号院,,-
东城,上龙西里 ,89.96平米,,875,97266,房本满五年,简装,中楼层(共11层),2012年建,上龙西里,,-
东城,万国城MOMA ,157.17平米,东,1550,98620,房本满五年,精装,中楼层(共26层),2002年建,万国城MOMA,,-
东城,保利蔷薇 ,62.57平米,东 ,600,95893,房本满五年,精装,底层(共16层),2008年建,保利蔷薇,,-
东城,丽水湾畔家园 ,97.93平米,,710,72501,房本满五年,简装,高楼层(共21层),2002年建,丽水湾畔家园,,-
东城,新永外文化用品商城 ,76.07平米,南 ,550,72302,房本满五年,简装,中楼层(共15层),2007年建,新永外文化用品商城,,-
东城,富贵园一区 ,86.07平米,南 ,1100,127803,房本满五年,精装,中楼层(共11层),2004年建,富贵园一区,,-
东城,东直门内大街 ,67.93平米,,660,97159,房本满五年,简装,底层(共16层),2003年建,东直门内大街,,-
东城,南门仓胡同 ,71.87平米,西,789,109782,房本满五年,简装,顶层(共6层),2003年建,南门仓胡同,,-
东城,兴隆都市馨园 ,52.72平米,,540,102428,房本满五年,简装,中楼层(共7层),2003年建,兴隆都市馨园,,-
东城,兴隆都市馨园 ,73.97平米,东 南 ,800,108152,房本满五年,精装,底层(共6层),2003年建,兴隆都市馨园,,-
东城,民安小区东直门北中街 ,78.01平米,东 ,725,92937,,精装,中楼层(共13层),2002年建,民安小区东直门北中街,,-
东城,北新仓胡同 ,66.96平米,,710,106034,,精装,中楼层(共14层),2003年建,北新仓胡同,,-
东城,青年湖东里 ,66.74平米,东,610,91400,,简装,中楼层(共18层),1988年建,青年湖东里,,-
东城,民安小区东直门内北小街 ,82.54平米,东 ,735,89048,,简装,低楼层(共16层),2003年建,民安小区东直门内北小街,,-
东城,和平里七区 ,60.59平米,南 ,628,103648,,精装,中楼层(共6层),1988年建,和平里七区,,-
东城,本家润园三期 ,63.09平米,,555,87970,房本满五年,简装,低楼层(共18层),2005年建,本家润园三期,,-
东城,国瑞城中区 ,58.77平米,,590,100392,房本满五年,精装,低楼层(共16层),2006年建,国瑞城中区,,-
东城,富贵园二区 ,104.18平米,西,951,91285,房本满五年,简装,低楼层(共18层),2003年建,富贵园二区,,-
东城,东水井胡同 ,72.96平米,东 ,705,96629,房本满五年,精装,低楼层(共15层),2005年建,东水井胡同,,-
东城,安外东河沿 ,60.83平米,西,690,113431,房本满五年,简装,低楼层(共20层),1994年建,安外东河沿,,-
东城,营房西街 ,62.95平米,南 ,530,84194,房本满五年,简装,底层(共6层),1990年建,营房西街,,-
东城,夕照寺西里 ,49.65平米,东,478,96274,房本满五年,简装,低楼层(共6层),1979年建,夕照寺西里,,-
东城,新景家园东区 ,90.95平米,东 ,958,105333,房本满五年,简装,中楼层(共17层),2005年建,新景家园东区,,-
东城,海运仓小区 ,64.82平米,南 ,740,114163,房本满五年,简装,中楼层(共7层),2003年建,海运仓小区,,-
东城,龙潭北里五条 ,59.3平米,南 ,519,87522,房本满五年,精装,顶层(共5层),1963年建,龙潭北里五条,,-
东城,东环居苑 ,60.57平米,,560,92456,房本满五年,精装,中楼层(共22层),2004年建,东环居苑,,-
东城,新景家园西区 ,80.79平米,南 ,728,90111,房本满五年,精装,底层(共16层),2004年建,新景家园西区,,-
东城,兴隆都市馨园 ,74.23平米,南 ,725,97670,房本满五年,简装,中楼层(共7层),2003年建,兴隆都市馨园,,-
东城,春秀路 ,66.22平米,南 ,600,90608,房本满五年,精装,中楼层(共21层),1999年建,春秀路,,-
东城,和平里东街15号院 ,55.74平米,,565,101364,房本满五年,简装,低楼层(共12层),1992年建,和平里东街15号院,,-
东城,南岗子 ,73.14平米,南 ,655,89555,房本满五年,精装,低楼层(共6层),1988年建,南岗子,,-
东城,芳嘉园胡同 ,55.98平米,,585,104502,房本满五年,简装,中楼层(共6层),2003年建,芳嘉园胡同,,-
东城,安外大街3号院 ,55.2平米,南 ,500,90580,房本满五年,简装,高楼层(共6层),1988年建,安外大街3号院,,-
东城,豆瓣胡同 ,70.83平米,东 ,860,121418,房本满五年,简装,中楼层(共10层),2003年建,豆瓣胡同,,-
东城,美术馆后街 ,69.03平米,东,685,99233,房本满五年,精装,顶层(共13层),1988年建,美术馆后街,,-
东城,东方银座 ,111.48平米,,840,75350,房本满五年,简装,高楼层(共25层),2003年建,东方银座,,-
东城,新景家园东区 ,59.87平米,,730,121931,房本满五年,精装,高楼层(共18层),2005年建,新景家园东区,,-
东城,和平里东街9号院 ,74.02平米,,849,114699,,简装,底层(共16层),2000年建,和平里东街9号院,,-
东城,景泰西里西区 ,79.71平米,西,530,66492,,简装,低楼层(共11层),2005年建,景泰西里西区,,-
东城,天天家园 ,102.06平米,西,715,70057,,简装,中楼层(共11层),2002年建,天天家园,,-
东城,北京上舍 ,64.68平米,,570,88127,,精装,低楼层(共15层),2008年建,北京上舍,,-
东城,朝阳门南小街 ,80.32平米,,860,107072,,精装,中楼层(共11层),2004年建,朝阳门南小街,,-
东城,本家润园三期 ,57.46平米,,550,95719,,毛坯,低楼层(共18层),2005年建,本家润园三期,,-
东城,郭庄北里 ,43.31平米,,390,90049,,简装,中楼层(共6层),1995年建,郭庄北里,,-
东城,雍和家园一期 ,111.04平米,东,1140,102666,,简装,低楼层(共16层),2003年建,雍和家园一期,,-
东城,新永外文化用品商城 ,75.48平米,,499,66111,房本满五年,简装,高楼层(共15层),2007年建,新永外文化用品商城,,-
东城,聚龙花园 ,188.59平米,南 ,1115,59123,房本满五年,简装,中楼层(共8层),1996年建,聚龙花园,,-
东城,国瑞城中区 ,77.59平米,,700,90218,房本满五年,简装,低楼层(共16层),2006年建,国瑞城中区,,-
东城,金鱼池中区 ,72.67平米,东 ,608,83666,房本满五年,精装,底层(共7层),2002年建,金鱼池中区,,-
东城,交道口东大街 ,100.88平米,南 ,1300,128866,房本满五年,精装,高楼层(共12层),2003年建,交道口东大街,,-
东城,本家润园三期 ,63.75平米,,599,93961,房本满五年,精装,低楼层(共18层),2005年建,本家润园三期,,-
东城,建国门北大街 ,75.1平米,东,760,101199,房本满五年,简装,中楼层(共17层),1990年建,建国门北大街,,-
东城,甘水桥 ,74.62平米,,690,92469,房本满五年,精装,中楼层(共14层),1988年建,甘水桥,,-
东城,外交部街 ,80.54平米,南 ,800,99330,房本满五年,简装,顶层(共6层),1990年建,外交部街,,-
东城,当代MOMA ,267.21平米,东,2399,89780,房本满五年,精装,低楼层(共21层),2006年建,当代MOMA,,-
东城,冠城名敦道 ,129.41平米,南 ,1350,104320,房本满五年,精装,高楼层(共17层),2009年建,冠城名敦道,,-
东城,太华公寓 ,105.86平米,东,790,74627,房本满五年,精装,中楼层(共18层),2000年建,太华公寓,,-
东城,东花市北里东区 ,73.59平米,南 ,770,104634,房本满五年,简装,顶层(共6层),1992年建,东花市北里东区,,-
东城,新中西街 ,71.79平米,南 ,460,64076,房本满五年,简装,底层(共7层),1990年建,新中西街,,-
东城,和平里六区 ,142.7平米,南 ,1749,122565,房本满五年,精装,中楼层(共14层),2000年建,和平里六区,,-
东城,安外大街 ,71.59平米,东 ,710,99176,房本满五年,简装,中楼层(共16层),1994年建,安外大街,,-
东城,福禄巷 ,60.55平米,南 ,650,107350,房本满五年,简装,中楼层(共6层),1987年建,福禄巷,,-
东城,花市枣苑一期 ,176.97平米,东南 ,1857,104934,房本满五年,精装,中楼层(共18层),2002年建,花市枣苑一期,,-
东城,华普花园 ,200.13平米,西,1498,74852,房本满五年,简装,中楼层(共22层),2001年建,华普花园,,-
东城,贡院六号 ,352.07平米,南 ,3000,85211,房本满五年,精装,中楼层(共22层),2002年建,贡院六号,,-
东城,和平新城一期 ,126.38平米,南 西,1320,104447,房本满五年,精装,高楼层(共19层),2003年建,和平新城一期,,-
东城,香河园北里 ,85.77平米,东 ,700,81614,房本满五年,简装,低楼层(共14层),1986年建,香河园北里,,-
东城,前门前 ,90.05平米,南 ,935,103832,房本满五年,精装,高楼层(共6层),2009年建,前门前,,-
东城,民安小区东直门内北小街 ,74.54平米,南 ,760,101959,,其他,高楼层(共16层),2003年建,民安小区东直门内北小街,,-
东城,春秀路 ,109.33平米,南 ,925,84607,,简装,顶层(共6层),1998年建,春秀路,,-
东城,兴化西里 ,99.42平米,,1020,102596,,精装,顶层(共6层),2005年建,兴化西里,,-
东城,京宝花园 ,117.2平米,,821,70052,,简装,顶层(共12层),1994年建,京宝花园,,-
东城,和平里七区 ,75.32平米,,725,96256,,简装,顶层(共5层),1982年建,和平里七区,,-
东城,海运仓小区 ,64.45平米,南 ,710,110163,,精装,低楼层(共9层),2002年建,海运仓小区,,-
东城,法华南里 ,81.5平米,南 ,750,92025,,简装,低楼层(共6层),1995年建,法华南里,,-
东城,新景家园西区 ,115.96平米,,1040,89687,房本满五年,简装,低楼层(共11层),2001年建,新景家园西区,,-
东城,花市枣苑二期 ,121.27平米,西,1190,98129,房本满五年,精装,高楼层(共19层),2004年建,花市枣苑二期,,-
东城,安圣苑 ,200.32平米,西,1460,72884,房本满五年,精装,高楼层(共20层),1999年建,安圣苑,,-
东城,新怡家园 ,184.15平米,南 ,2180,118382,房本满五年,精装,顶层(共13层),2004年建,新怡家园,,-
东城,华龙美晟 ,80.13平米,,579,72258,房本满五年,精装,底层(共12层),2009年建,华龙美晟,,-
东城,南竹杆胡同 ,96.98平米,南 ,920,94865,房本满五年,简装,底层(共16层),2003年建,南竹杆胡同,,-
东城,太华公寓 ,278.14平米,,1500,53930,房本满五年,精装,顶层(共17层),2000年建,太华公寓,,-
东城,信用北里 ,51.05平米,东 ,485,95005,房本满五年,简装,底层(共5层),1984年建,信用北里,,-
东城,东花市北里西区 ,169.73平米,南 ,1420,83663,房本满五年,简装,低楼层(共6层),1996年建,东花市北里西区,,-
东城,香河园北里 ,74.95平米,南 ,750,100067,房本满五年,简装,中楼层(共6层),1986年建,香河园北里,,-
东城,天坛路 ,92.3平米,南 ,760,82341,房本满五年,简装,中楼层(共5层),1991年建,天坛路,,-
东城,安外西河沿 ,88.24平米,东 ,799,90549,房本满五年,简装,中楼层(共11层),1983年建,安外西河沿,,-
东城,忠实里 ,76.92平米,东 ,660,85804,房本满五年,简装,中楼层(共14层),1980年建,忠实里,,-
东城,东花市北里西区 ,65.73平米,东 ,530,80633,房本满五年,精装,顶层(共6层),1995年建,东花市北里西区,,-
东城,龙潭西里 ,52.8平米,南 ,470,89016,房本满五年,简装,中楼层(共5层),1980年建,龙潭西里,,-
东城,国瑞城中区 ,145.1平米,南 ,1620,111648,房本满五年,精装,中楼层(共16层),2006年建,国瑞城中区,,-
东城,国瑞城中区 ,157.42平米,南 ,1650,104816,房本满五年,其他,中楼层(共16层),2006年建,国瑞城中区,,-
东城,夕照寺中街 ,61.26平米,南 ,550,89782,房本满五年,精装,顶层(共7层),1991年建,夕照寺中街,,-
东城,六铺炕 ,57.39平米,东 西 ,600,104548,房本满五年,精装,中楼层(共6层),1980年建,六铺炕,,-
东城,左安漪园 ,112.35平米,西,799,71118,房本满五年,精装,低楼层(共15层),2004年建,左安漪园,,-
东城,东水井胡同 ,93.16平米,东 ,850,91241,房本满五年,其他,中楼层(共15层),2005年建,东水井胡同,,-
东城,夕照寺中街 ,61.26平米,南 ,570,93047,房本满五年,精装,高楼层(共7层),1991年建,夕照寺中街,,-
东城,恒基中心 ,160.56平米,西,990,61660,,其他,中楼层(共23层),1997年建,恒基中心,,-
东城,新裕家园 ,102.06平米,南 ,1120,109740,,精装,中楼层(共17层),2004年建,新裕家园,,-
东城,北竹杆胡同 ,76.76平米,东 南 西 ,730,95102,,精装,中楼层(共6层),2003年建,北竹杆胡同,,-
东城,培新街乙5号院 ,75.3平米,东,731,97079,,简装,中楼层(共16层),1999年建,培新街乙5号院,,-
东城,富贵园四区 ,130.56平米,南 ,1400,107231,,精装,中楼层(共12层),2006年建,富贵园四区,,-
东城,交道口东大街 ,92.49平米,南 ,1100,118932,,精装,底层(共8层),2002年建,交道口东大街,,-
东城,幸福北里 ,51.15平米,,495,96775,,精装,中楼层(共6层),1985年建,幸福北里,,-
东城,景泰西里西区 ,90.75平米,东 ,615,67769,,简装,高楼层(共11层),2005年建,景泰西里西区,,-
东城,永定门东街东里 ,47.45平米,南 ,420,88515,房本满五年,其他,底层(共4层),1970年建,永定门东街东里,,-
东城,新景家园西区 ,95.49平米,,1030,107865,房本满五年,简装,中楼层(共12层),2004年建,新景家园西区,,-
东城,万国城MOMA ,143.58平米,西,1430,99597,房本满五年,精装,低楼层(共31层),2006年建,万国城MOMA,,-
东城,宝钞苑 ,133.86平米,东 ,1410,105334,房本满五年,精装,高楼层(共7层),2001年建,宝钞苑,,-
东城,沙滩北街甲2号院 ,106.15平米,西,1160,109280,房本满五年,精装,中楼层(共6层),1985年建,沙滩北街甲2号院,,-
东城,民安小区东直门内北小街 ,134.24平米,南 ,1160,86413,房本满五年,简装,顶层(共16层),2003年建,民安小区东直门内北小街,,-
东城,交道口北头条24号院 ,66.05平米,南 ,860,130205,房本满五年,精装,底层(共6层),1988年建,交道口北头条24号院,,-
东城,永铁苑 ,108.16平米,东,675,62408,房本满五年,简装,中楼层(共22层),2000年建,永铁苑,,-
东城,左安漪园 ,97.46平米,西南 东,750,76955,房本满五年,精装,低楼层(共17层),2004年建,左安漪园,,-
东城,海晟名苑北区 ,46平米,,462,100435,房本满五年,精装,16层,2007年建,海晟名苑北区,,-
东城,新景家园东区 ,58.97平米,,580,98356,房本满五年,简装,低楼层(共16层),2004年建,新景家园东区,,-
东城,安定路 ,43.39平米,,496,114313,房本满五年,毛坯,低楼层(共20层),1995年建,安定路,,-
东城,和平里东街9号院 ,69.42平米,南 ,808,116393,房本满五年,精装,低楼层(共12层),2000年建,和平里东街9号院,,-
东城,当代MOMA ,91.22平米,,1170,128262,房本满五年,精装,高楼层(共18层),2009年建,当代MOMA,,-
东城,上龙西里 ,68.49平米,,710,103665,房本满五年,简装,中楼层(共18层),1996年建,上龙西里,,-
东城,美惠大厦 ,93.24平米,,533,57165,房本满五年,简装,中楼层(共15层),1998年建,美惠大厦,,-
东城,十字坡东里 ,37.87平米,,435,114867,房本满五年,简装,中楼层(共5层),1986年建,十字坡东里,,-
东城,望陶园小区 ,110.01平米,西,768,69812,房本满五年,简装,低楼层(共18层),1999年建,望陶园小区,,-
东城,安德路59号 ,60.83平米,南 ,620,101924,房本满五年,精装,中楼层(共6层),1988年建,安德路59号,,-
东城,本家润园一期 ,145.4平米,东 西 ,1550,106603,房本满五年,精装,高楼层(共12层),2006年建,本家润园一期,,-
东城,新世界中心 ,152.36平米,,780,51195,房本满五年,简装,中楼层(共16层),1995年建,新世界中心,,-
东城,朝阳门南小街 ,85平米,南 ,980,115295,房本满五年,精装,10层,2004年建,朝阳门南小街,,-
东城,长安太和 ,265.01平米,西,3500,132071,房本满五年,精装,高楼层(共24层),2012年建,长安太和,,-
东城,广渠门内大街 ,63.93平米,南 ,590,92289,房本满五年,精装,高楼层(共13层),1980年建,广渠门内大街,,-
东城,朝阳门南小街 ,125.3平米,,1200,95771,房本满五年,精装,顶层(共9层),2004年建,朝阳门南小街,,-
东城,东花市北里中区 ,151.77平米,南 ,1200,79068,房本满五年,精装,顶层(共5层),1990年建,东花市北里中区,,-
东城,绿景苑 ,98.21平米,东 ,920,93677,,其他,中楼层(共18层),2002年建,绿景苑,,-
东城,花市枣苑一期 ,119.22平米,,1020,85557,,精装,底层(共18层),2002年建,花市枣苑一期,,-
东城,北新桥三条 ,66.76平米,南 ,733,109797,,精装,高楼层(共6层),1985年建,北新桥三条,,-
东城,花市枣苑一期 ,117.58平米,,1150,97806,,简装,中楼层(共18层),2001年建,花市枣苑一期,,-
东城,民安小区东直门北中街 ,75.11平米,东 ,730,97191,房本满五年,精装,高楼层(共11层),2002年建,民安小区东直门北中街,,-
东城,胡家园26号院 ,129.82平米,东 ,1170,90125,房本满五年,精装,底层(共6层),2000年建,胡家园26号院,,-
东城,鸿运花园 ,176.79平米,南 ,1620,91635,房本满五年,精装,中楼层(共6层),1996年建,鸿运花园,,-
东城,前门前 ,169.15平米,南 ,1850,109371,房本满五年,精装,顶层(共6层),2000年建,前门前,,-
东城,中剪子巷 ,54.83平米,南 ,700,127668,房本满五年,精装,顶层(共5层),1982年建,中剪子巷,,-
东城,东方银座 ,111.48平米,,820,73556,房本满五年,简装,中楼层(共25层),2003年建,东方银座,,-
东城,烧酒胡同3号院 ,124.92平米,南 ,1800,144093,房本满五年,精装,低楼层(共6层),1998年建,烧酒胡同3号院,,-
东城,定安里 ,73.58平米,东 ,485,65915,房本满五年,精装,底层(共6层),1978年建,定安里,,-
东城,新景家园东区 ,83.38平米,南 ,880,105541,房本满五年,简装,底层(共16层),2005年建,新景家园东区,,-
东城,王家园胡同 ,73.38平米,南 ,650,88580,房本满五年,精装,中楼层(共6层),1998年建,王家园胡同,,-
东城,小黄庄一区 ,92.68平米,东 ,888,95814,房本满五年,精装,中楼层(共21层),1990年建,小黄庄一区,,-
东城,香饵胡同 ,68.83平米,南 ,860,124946,房本满五年,简装,底层(共6层),2002年建,香饵胡同,,-
东城,万国城MOMA ,240.31平米,东,2480,103201,房本满五年,精装,中楼层(共24层),2006年建,万国城MOMA,,-
东城,幸福北里 ,58.76平米,东 ,520,88496,房本满五年,简装,中楼层(共6层),1985年建,幸福北里,,-
东城,法华南里 ,58.24平米,东,525,90145,房本满五年,简装,高楼层(共6层),1993年建,法华南里,,-
东城,雍和家园二期 ,231.44平米,,1600,69133,房本满五年,简装,中楼层(共6层),2005年建,雍和家园二期,,-
东城,京香福苑 ,125.3平米,南 ,1500,119713,房本满五年,简装,中楼层(共10层),2002年建,京香福苑,,-
东城,西革新里110号院 ,60.29平米,南 ,385,63859,房本满五年,简装,高楼层(共6层),1992年建,西革新里110号院,,-
东城,龙潭西里 ,56.33平米,南 ,510,90538,房本满五年,精装,底层(共6层),2000年建,龙潭西里,,-
东城,东四六条 ,50.77平米,,600,118181,房本满五年,简装,高楼层(共6层),1988年建,东四六条,,-
东城,鸿运花园 ,169.16平米,,1420,83945,房本满五年,精装,中楼层(共6层),1996年建,鸿运花园,,-
东城,龙潭北里六条 ,59.3平米,南 ,530,89377,房本满五年,精装,中楼层(共5层),1965年建,龙潭北里六条,,-
东城,新鲜胡同 ,72.15平米,东,789,109356,房本满五年,精装,中楼层(共5层),1990年建,新鲜胡同,,-
东城,冠城名敦道 ,173.67平米,南 ,1639,94375,房本满五年,精装,低楼层(共27层),2009年建,冠城名敦道,,-
东城,龙潭西里 ,50.49平米,北 ,480,95069,房本满五年,精装,高楼层(共6层),1980年建,龙潭西里,,-
东城,东直门内大街 ,76.74平米,,720,93824,房本满五年,其他,底层(共16层),2002年建,东直门内大街,,-
东城,海运仓小区 ,80.66平米,南 ,840,104141,房本满五年,精装,高楼层(共7层),2002年建,海运仓小区,,-
东城,国瑞城西区 ,132.19平米,东,1250,94561,,精装,高楼层(共16层),2009年建,国瑞城西区,,-
东城,民安小区东直门内北小街 ,98.55平米,南 ,1130,114663,,其他,低楼层(共14层),2003年建,民安小区东直门内北小街,,-
东城,胜古中路1号院 ,149.05平米,南 ,1200,80510,,精装,中楼层(共14层),1996年建,胜古中路1号院,,-
东城,国瑞城中区 ,74.62平米,,756,101314,房本满五年,精装,高楼层(共16层),2006年建,国瑞城中区,,-
东城,安化南里 ,87.8平米,,738,84055,房本满五年,精装,中楼层(共16层),2007年建,安化南里,,-
东城,雍和家园二期 ,218.66平米,东 ,1630,74545,房本满五年,简装,中楼层(共6层),2005年建,雍和家园二期,,-
东城,小黄庄一区 ,135.97平米,南 ,1280,94139,房本满五年,其他,中楼层(共13层),1998年建,小黄庄一区,,-
东城,建国门北大街5号 ,143.71平米,,900,62627,房本满五年,简装,高楼层(共24层),2008年建,建国门北大街5号,,-
东城,东花市北里中区 ,121.1平米,南 ,1150,94963,房本满五年,简装,高楼层(共6层),1994年建,东花市北里中区,,-
东城,龙潭北里三条 ,47.32平米,东,433,91505,房本满五年,简装,中楼层(共5层),1965年建,龙潭北里三条,,-
东城,玉石胡同 ,91.33平米,南 ,1010,110588,房本满五年,精装,中楼层(共6层),1990年建,玉石胡同,,-
东城,崇文门西大街 ,69.13平米,南 ,645,93303,房本满五年,精装,中楼层(共12层),1979年建,崇文门西大街,,-
东城,左安漪园 ,117.61平米,东 ,1070,90979,房本满五年,精装,高楼层(共15层),2004年建,左安漪园,,-
东城,仓南胡同12号院 ,61.38平米,南 ,680,110786,房本满五年,简装,底层(共6层),1990年建,仓南胡同12号院,,-
东城,朝阳门南小街 ,65.05平米,西,688,105765,房本满五年,简装,中楼层(共11层),2004年建,朝阳门南小街,,-
东城,上龙西里 ,227.94平米,东 南 ,1760,77214,房本满五年,简装,中楼层(共18层),1996年建,上龙西里,,-
东城,富莱茵花园 ,56.8平米,南 ,279,49120,房本满五年,简装,地下室(共6层),1990年建,富莱茵花园,,-
东城,北新桥三条 ,65.91平米,南 ,585,88758,房本满五年,简装,中楼层(共4层),1985年建,北新桥三条,,-
东城,交道口北二条35号院 ,62.06平米,南 ,650,104738,房本满五年,简装,地下室(共6层),1988年建,交道口北二条35号院,,-
东城,远洋德邑 ,61.95平米,西,560,90396,房本满五年,精装,中楼层(共14层),2002年建,远洋德邑,,-
东城,兴隆都市馨园 ,68.44平米,南 ,715,104472,房本满五年,其他,6层,2004年建,兴隆都市馨园,,-
东城,建国门北大街 ,75.1平米,东,708,94275,房本满五年,简装,低楼层(共17层),1988年建,建国门北大街,,-
东城,板厂南里 ,51.85平米,,490,94504,房本满五年,其他,中楼层(共5层),1970年建,板厂南里,,-
东城,新景家园东区 ,58.97平米,,579,98186,房本满五年,精装,中楼层(共16层),2004年建,新景家园东区,,-
东城,王家园胡同 ,73.38平米,南 ,599,81630,房本满五年,其他,顶层(共6层),1998年建,王家园胡同,,-
东城,幸福家园三期 ,70.33平米,,695,98820,,简装,顶层(共8层),2005年建,幸福家园三期,,-
东城,贡院头条 ,48.16平米,,484,100499,,简装,低楼层(共6层),1995年建,贡院头条,,-
东城,赵堂子胡同 ,38.19平米,东,416,108930,,简装,高楼层(共6层),1988年建,赵堂子胡同,,-
东城,三秀涵雅 ,71.65平米,,705,98395,,精装,中楼层(共18层),2000年建,三秀涵雅,,-
东城,新怡家园 ,140.46平米,南 ,1880,133846,,简装,中楼层(共11层),2006年建,新怡家园,,-
东城,兴隆都市馨园 ,30.81平米,,350,113600,,简装,中楼层(共7层),2004年建,兴隆都市馨园,,-
东城,东直门内大街 ,110.12平米,,1120,101708,,简装,顶层(共14层),2003年建,东直门内大街,,-
东城,朝阳门南小街 ,79.67平米,,830,104180,,精装,中楼层(共9层),2004年建,朝阳门南小街,,-
东城,新中西街 ,75.43平米,东南 ,660,87499,房本满五年,简装,底层(共7层),1990年建,新中西街,,-
东城,朝阳门南小街 ,70.72平米,东 ,720,101810,房本满五年,精装,低楼层(共8层),2004年建,朝阳门南小街,,-
东城,帽儿胡同45号院 ,68.24平米,东 西 ,990,145077,房本满五年,简装,低楼层(共11层),1990年建,帽儿胡同45号院,,-
东城,左安漪园 ,83.34平米,,710,85194,房本满五年,简装,中楼层(共15层),2004年建,左安漪园,,-
东城,朝阳门内大街 ,67.91平米,,590,86880,房本满五年,简装,中楼层(共5层),1960年建,朝阳门内大街,,-
东城,富贵园四区 ,54.36平米,,580,106697,房本满五年,精装,中楼层(共10层),2006年建,富贵园四区,,-
东城,中海紫御公馆 ,63.71平米,东,650,102025,房本满五年,精装,低楼层(共23层),2010年建,中海紫御公馆,,-
东城,北官厅胡同 ,57.3平米,南 ,638,111344,房本满五年,简装,中楼层(共6层),1988年建,北官厅胡同,,-
东城,新怡家园 ,130.04平米,南 ,1570,120733,房本满五年,精装,低楼层(共13层),2004年建,新怡家园,,-
东城,景泰东里 ,67.7平米,南 ,535,79026,房本满五年,精装,中楼层(共9层),1994年建,景泰东里,,-
东城,西总布胡同55号院 ,42.97平米,,480,111706,房本满五年,简装,顶层(共6层),1990年建,西总布胡同55号院,,-
东城,东直门内大街 ,77.66平米,南 ,750,96575,房本满五年,精装,中楼层(共14层),2003年建,东直门内大街,,-
东城,东花市北里中区 ,90.86平米,南 ,920,101255,房本满五年,简装,底层(共6层),1995年建,东花市北里中区,,-
东城,国瑞城西区 ,258.61平米,东 ,2490,96284,房本满五年,精装,高楼层(共16层),2009年建,国瑞城西区,,-
东城,火桥北里 ,39.54平米,南 ,430,108751,房本满五年,精装,中楼层(共5层),1976年建,火桥北里,,-
东城,仓南胡同 ,80.15平米,东 ,895,111666,房本满五年,精装,中楼层(共7层),2003年建,仓南胡同,,-
东城,金世纪嘉园 ,132.33平米,东,1200,90683,房本满五年,精装,低楼层(共18层),2003年建,金世纪嘉园,,-
